Ore Name,ItemStack,Item ID,Display Name,Wildcard
MediumBackpacks,1xitem.backpack@116,Backpack:backpack,Middle White Backpack,false
PalmPlanks,1xtile.for.planks@18,Forestry:planks,Palm Wood Planks,false
PalmPlanks,1xtile.for.planksFireproof@18,Forestry:planksFireproof,Palm Wood Planks (Fireproof),false
PalmSlabs,1xtile.for.slabs@18,Forestry:slabs,Palm Wood Slab,false
PalmSlabs,1xtile.for.slabsFireproof@18,Forestry:slabsFireproof,Palm Wood Slab (Fireproof),false
PapayaPlanks,1xtile.for.planks@19,Forestry:planks,Papaya Wood Planks,false
PapayaPlanks,1xtile.for.planksFireproof@19,Forestry:planksFireproof,Papaya Wood Planks (Fireproof),false
PapayaSlabs,1xtile.for.slabs@19,Forestry:slabs,Papaya Wood Slab,false
PapayaSlabs,1xtile.for.slabsFireproof@19,Forestry:slabsFireproof,Papaya Wood Slab (Fireproof),false
PinePlanks,1xtile.for.planks@20,Forestry:planks,Pine Wood Planks,false
PinePlanks,1xtile.for.planksFireproof@20,Forestry:planksFireproof,Pine Wood Planks (Fireproof),false
PineSlab,1xtile.for.slabs@20,Forestry:slabs,Pine Wood Slab,false
PineSlab,1xtile.for.slabsFireproof@20,Forestry:slabsFireproof,Pine Wood Slab (Fireproof),false
PlumPlanks,1xtile.for.planks@21,Forestry:planks,Plum Wood Planks,false
PlumPlanks,1xtile.for.planksFireproof@21,Forestry:planksFireproof,Plum Wood Planks (Fireproof),false
PlumSlab,1xtile.for.slabs@21,Forestry:slabs,Plum Wood Slab,false
PlumSlab,1xtile.for.slabsFireproof@21,Forestry:slabsFireproof,Plum Wood Slab (Fireproof),false
PoplarPlanks,1xtile.for.planks@22,Forestry:planks,Maple Wood Planks,false
PoplarPlanks,1xtile.for.planksFireproof@22,Forestry:planksFireproof,Maple Wood Planks (Fireproof),false
PoplarSlab,1xtile.for.slabs@22,Forestry:slabs,Maple Wood Slab,false
PoplarSlab,1xtile.for.slabsFireproof@22,Forestry:slabsFireproof,Maple Wood Slab (Fireproof),false
SequoiaPlanks,1xtile.for.planks@7,Forestry:planks,Sequoia Wood Planks,false
SequoiaPlanks,1xtile.for.planksFireproof@7,Forestry:planksFireproof,Sequoia Wood Planks (Fireproof),false
SequoiaSlab,1xtile.for.slabs@7,Forestry:slabs,Sequoia Wood Slab,false
SequoiaSlab,1xtile.for.slabsFireproof@7,Forestry:slabsFireproof,Sequoia Wood Slab (Fireproof),false
SmallBackpacks,1xitem.backpack@0,Backpack:backpack,Backpack,false
SmallBackpacks,1xitem.backpack@1,Backpack:backpack,Black Backpack,false
SmallBackpacks,1xitem.backpack@2,Backpack:backpack,Red Backpack,false
SmallBackpacks,1xitem.backpack@3,Backpack:backpack,Green Backpack,false
SmallBackpacks,1xitem.backpack@4,Backpack:backpack,Brown Backpack,false
SmallBackpacks,1xitem.backpack@5,Backpack:backpack,Blue Backpack,false
SmallBackpacks,1xitem.backpack@6,Backpack:backpack,Purple Backpack,false
SmallBackpacks,1xitem.backpack@7,Backpack:backpack,Cyan Backpack,false
SmallBackpacks,1xitem.backpack@8,Backpack:backpack,Light Gray Backpack,false
SmallBackpacks,1xitem.backpack@9,Backpack:backpack,Gray Backpack,false
SmallBackpacks,1xitem.backpack@10,Backpack:backpack,Pink Backpack,false
SmallBackpacks,1xitem.backpack@11,Backpack:backpack,Lime Backpack,false
SmallBackpacks,1xitem.backpack@12,Backpack:backpack,Yellow Backpack,false
SmallBackpacks,1xitem.backpack@13,Backpack:backpack,Light Blue Backpack,false
SmallBackpacks,1xitem.backpack@14,Backpack:backpack,Magenta Backpack,false
SmallBackpacks,1xitem.backpack@15,Backpack:backpack,Orange Backpack,false
SmallBackpacks,1xitem.backpack@16,Backpack:backpack,White Backpack,false
TeakPlanks,1xtile.for.planks@1,Forestry:planks,Teak Wood Planks,false
TeakPlanks,1xtile.for.planksFireproof@1,Forestry:planksFireproof,Teak Wood Planks (Fireproof),false
TeakSlab,1xtile.for.slabs@1,Forestry:slabs,Teak Wood Slab,false
TeakSlab,1xtile.for.slabsFireproof@1,Forestry:slabsFireproof,Teak Wood Slab (Fireproof),false
WalnutPlanks,1xtile.for.planks@13,Forestry:planks,Walnut Wood Planks,false
WalnutPlanks,1xtile.for.planksFireproof@13,Forestry:planksFireproof,Walnut Wood Planks (Fireproof),false
WalnutSlab,1xtile.for.slabs@13,Forestry:slabs,Walnut Wood Slab,false
WalnutSlab,1xtile.for.slabsFireproof@13,Forestry:slabsFireproof,Walnut Wood Slab (Fireproof),false
WengePlanks,1xtile.for.planks@5,Forestry:planks,Wenge Wood Planks,false
WengePlanks,1xtile.for.planksFireproof@5,Forestry:planksFireproof,Wenge Wood Planks (Fireproof),false
WengeSlab,1xtile.for.slabs@5,Forestry:slabs,Wenge Wood Slab,false
WengeSlab,1xtile.for.slabsFireproof@5,Forestry:slabsFireproof,Wenge Wood Slab (Fireproof),false
WillowPlanks,1xtile.for.planks@12,Forestry:planks,Willow Wood Planks,false
WillowPlanks,1xtile.for.planksFireproof@12,Forestry:planksFireproof,Willow Wood Planks (Fireproof),false
WillowSlab,1xtile.for.slabs@12,Forestry:slabs,Willow Wood Slab,false
WillowSlab,1xtile.for.slabsFireproof@12,Forestry:slabsFireproof,Willow Wood Slab (Fireproof),false
alumiteRod,1xitem.tconstruct.ToolRod@15,TConstruct:toolRod,Alumite Tool Rod,false
antiBlock,1xtile.chisel.antiBlock@0,chisel:antiBlock,Anti Block,false
apiaryUpgrade,1xgt.metaitem.03@32200,gregtech:gt.metaitem.03,Acceleration Upgrade x2,false
apiaryUpgrade,1xgt.metaitem.03@32201,gregtech:gt.metaitem.03,Acceleration Upgrade x4,false
apiaryUpgrade,1xgt.metaitem.03@32202,gregtech:gt.metaitem.03,Acceleration Upgrade x8,false
apiaryUpgrade,1xgt.metaitem.03@32203,gregtech:gt.metaitem.03,Acceleration Upgrade x16,false
apiaryUpgrade,1xgt.metaitem.03@32204,gregtech:gt.metaitem.03,Acceleration Upgrade x32,false
apiaryUpgrade,1xgt.metaitem.03@32205,gregtech:gt.metaitem.03,Acceleration Upgrade x64,false
apiaryUpgrade,1xgt.metaitem.03@32206,gregtech:gt.metaitem.03,Acceleration Upgrade x128,false
apiaryUpgrade,1xgt.metaitem.03@32207,gregtech:gt.metaitem.03,Acceleration Upgrade x256,false
apiaryUpgrade,1xgt.metaitem.03@32208,gregtech:gt.metaitem.03,Upgraded Acceleration Upgrade x256,false
apiaryUpgrade,1xgt.metaitem.03@32209,gregtech:gt.metaitem.03,Production Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32210,gregtech:gt.metaitem.03,Plains Emulation Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32211,gregtech:gt.metaitem.03,Light Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32212,gregtech:gt.metaitem.03,Flowering Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32213,gregtech:gt.metaitem.03,Winter Emulation Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32214,gregtech:gt.metaitem.03,Dryer Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32215,gregtech:gt.metaitem.03,Automation Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32216,gregtech:gt.metaitem.03,Humidifier Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32217,gregtech:gt.metaitem.03,HELL Emulation Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32218,gregtech:gt.metaitem.03,Pollen Scrubber Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32219,gregtech:gt.metaitem.03,Desert Emulation Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32220,gregtech:gt.metaitem.03,Cooler Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32221,gregtech:gt.metaitem.03,Lifespan Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32222,gregtech:gt.metaitem.03,Seal Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32223,gregtech:gt.metaitem.03,Genetic Stabilizer Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32224,gregtech:gt.metaitem.03,Jungle Emulation Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32225,gregtech:gt.metaitem.03,Territory Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32226,gregtech:gt.metaitem.03,Ocean Emulation Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32227,gregtech:gt.metaitem.03,Open Sky Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32228,gregtech:gt.metaitem.03,Heater Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32229,gregtech:gt.metaitem.03,Sieve Upgrade,false
apiaryUpgrade,1xgt.metaitem.03@32231,gregtech:gt.metaitem.03,Night Upgrade,false
arditeRod,1xitem.tconstruct.ToolRod@11,TConstruct:toolRod,Ardite Tool Rod,false
arrowGtPlasticAdamantium,1xgt.metaitem.02@26319,gregtech:gt.metaitem.02,Light Adamantium Arrow,false
arrowGtPlasticAlduorite,1xgt.metaitem.02@26485,gregtech:gt.metaitem.02,Light Alduorite Arrow,false
arrowGtPlasticAluminium,1xgt.metaitem.02@26019,gregtech:gt.metaitem.02,Light Aluminium Arrow,false
arrowGtPlasticAlumite,1xgt.metaitem.02@26400,gregtech:gt.metaitem.02,Light Alumite Arrow,false
arrowGtPlasticAmber,1xgt.metaitem.02@26514,gregtech:gt.metaitem.02,Light Amber Arrow,false
arrowGtPlasticAmethyst,1xgt.metaitem.02@26509,gregtech:gt.metaitem.02,Light Amethyst Arrow,false
arrowGtPlasticAnyBronze,1xgt.metaitem.02@26300,gregtech:gt.metaitem.02,Light Bronze Arrow,false
arrowGtPlasticAnyIron,1xgt.metaitem.02@26032,gregtech:gt.metaitem.02,Light Iron Arrow,false
arrowGtPlasticAnyIron,1xgt.metaitem.02@26304,gregtech:gt.metaitem.02,Light Wrought Iron Arrow,false
arrowGtPlasticAnyIron,1xgt.metaitem.02@26307,gregtech:gt.metaitem.02,Light Pig Iron Arrow,false
arrowGtPlasticAnyRubber,1xgt.metaitem.02@26471,gregtech:gt.metaitem.02,Light Silicone Rubber Arrow,false
arrowGtPlasticAnyRubber,1xgt.metaitem.02@26635,gregtech:gt.metaitem.02,Light Styrene-Butadiene Rubber Arrow,false
arrowGtPlasticAnyRubber,1xgt.metaitem.02@26880,gregtech:gt.metaitem.02,Light Rubber Arrow,false
arrowGtPlasticAnySyntheticRubber,1xgt.metaitem.02@26471,gregtech:gt.metaitem.02,Light Silicone Rubber Arrow,false
arrowGtPlasticAnySyntheticRubber,1xgt.metaitem.02@26635,gregtech:gt.metaitem.02,Light Styrene-Butadiene Rubber Arrow,false
arrowGtPlasticArdite,1xgt.metaitem.02@26382,gregtech:gt.metaitem.02,Light Ardite Arrow,false
arrowGtPlasticAstralSilver,1xgt.metaitem.02@26333,gregtech:gt.metaitem.02,Light Astral Silver Arrow,false
arrowGtPlasticBasalt,1xgt.metaitem.02@26844,gregtech:gt.metaitem.02,Light Basalt Arrow,false
arrowGtPlasticBeryllium,1xgt.metaitem.02@26008,gregtech:gt.metaitem.02,Light Beryllium Arrow,false
arrowGtPlasticBismuth,1xgt.metaitem.02@26090,gregtech:gt.metaitem.02,Light Bismuth Arrow,false
arrowGtPlasticBismuthBronze,1xgt.metaitem.02@26353,gregtech:gt.metaitem.02,Light Bismuth Bronze Arrow,false
arrowGtPlasticBlackBronze,1xgt.metaitem.02@26352,gregtech:gt.metaitem.02,Light Black Bronze Arrow,false
arrowGtPlasticBlackDwarfMatter,1xgt.metaitem.02@26586,gregtech:gt.metaitem.02,Light Black Dwarf Matter Arrow,false
arrowGtPlasticBlackPlutonium,1xgt.metaitem.02@26388,gregtech:gt.metaitem.02,Light Black Plutonium Arrow,false
arrowGtPlasticBlackSteel,1xgt.metaitem.02@26334,gregtech:gt.metaitem.02,Light Black Steel Arrow,false
arrowGtPlasticBlaze,1xgt.metaitem.02@26801,gregtech:gt.metaitem.02,Light Blaze Arrow,false
arrowGtPlasticBloodInfusedIron,1xgt.metaitem.02@26977,gregtech:gt.metaitem.02,Light Blood Infused Iron Arrow,false
arrowGtPlasticBlueSteel,1xgt.metaitem.02@26349,gregtech:gt.metaitem.02,Light Blue Steel Arrow,false
arrowGtPlasticBlueTopaz,1xgt.metaitem.02@26513,gregtech:gt.metaitem.02,Light Blue Topaz Arrow,false
arrowGtPlasticBrass,1xgt.metaitem.02@26301,gregtech:gt.metaitem.02,Light Brass Arrow,false
arrowGtPlasticBronze,1xgt.metaitem.02@26300,gregtech:gt.metaitem.02,Light Bronze Arrow,false
arrowGtPlasticCallistoIce,1xgt.metaitem.02@26389,gregtech:gt.metaitem.02,Light Callisto Ice Arrow,false
arrowGtPlasticCarbon,1xgt.metaitem.02@26010,gregtech:gt.metaitem.02,Light Carbon Arrow,false
arrowGtPlasticCertusQuartz,1xgt.metaitem.02@26516,gregtech:gt.metaitem.02,Light Certus Quartz Arrow,false
arrowGtPlasticCeruclase,1xgt.metaitem.02@26952,gregtech:gt.metaitem.02,Light Ceruclase Arrow,false
arrowGtPlasticChrome,1xgt.metaitem.02@26030,gregtech:gt.metaitem.02,Light Chrome Arrow,false
arrowGtPlasticChrysotile,1xgt.metaitem.02@26912,gregtech:gt.metaitem.02,Light Chrysotile Arrow,false
arrowGtPlasticCobalt,1xgt.metaitem.02@26033,gregtech:gt.metaitem.02,Light Cobalt Arrow,false
arrowGtPlasticCobaltBrass,1xgt.metaitem.02@26343,gregtech:gt.metaitem.02,Light Cobalt Brass Arrow,false
arrowGtPlasticConductiveIron,1xgt.metaitem.02@26369,gregtech:gt.metaitem.02,Light Conductive Iron Arrow,false
arrowGtPlasticConstructionFoam,1xgt.metaitem.02@26854,gregtech:gt.metaitem.02,Light Construction Foam Arrow,false
arrowGtPlasticCosmicNeutronium,1xgt.metaitem.02@26982,gregtech:gt.metaitem.02,Light Cosmic Neutronium Arrow,false
arrowGtPlasticCrudeSteel,1xgt.metaitem.02@26402,gregtech:gt.metaitem.02,Light Clay Compound Arrow,false
arrowGtPlasticCrystallineAlloy,1xgt.metaitem.02@26403,gregtech:gt.metaitem.02,Light Crystalline Alloy Arrow,false
arrowGtPlasticCrystallinePinkSlime,1xgt.metaitem.02@26406,gregtech:gt.metaitem.02,Light Crystalline Pink Slime Arrow,false
arrowGtPlasticCupronickel,1xgt.metaitem.02@26310,gregtech:gt.metaitem.02,Light Cupronickel Arrow,false
arrowGtPlasticDamascusSteel,1xgt.metaitem.02@26335,gregtech:gt.metaitem.02,Light Damascus Steel Arrow,false
arrowGtPlasticDarkIron,1xgt.metaitem.02@26342,gregtech:gt.metaitem.02,Light Dark Iron Arrow,false
arrowGtPlasticDarkSteel,1xgt.metaitem.02@26364,gregtech:gt.metaitem.02,Light Dark Steel Arrow,false
arrowGtPlasticDeepIron,1xgt.metaitem.02@26829,gregtech:gt.metaitem.02,Light Deep Iron Arrow,false
arrowGtPlasticDesh,1xgt.metaitem.02@26884,gregtech:gt.metaitem.02,Light Desh Arrow,false
arrowGtPlasticDiamond,1xgt.metaitem.02@26500,gregtech:gt.metaitem.02,Light Diamond Arrow,false
arrowGtPlasticDraconium,1xgt.metaitem.02@26975,gregtech:gt.metaitem.02,Light Draconium Arrow,false
arrowGtPlasticDraconiumAwakened,1xgt.metaitem.02@26976,gregtech:gt.metaitem.02,Light Awakened Draconium Arrow,false
arrowGtPlasticDreamwood,1xgt.metaitem.02@26207,gregtech:gt.metaitem.02,Light Dreamwood Arrow,false
arrowGtPlasticDuralumin,1xgt.metaitem.02@26392,gregtech:gt.metaitem.02,Light Duralumin Arrow,false
arrowGtPlasticDuranium,1xgt.metaitem.02@26328,gregtech:gt.metaitem.02,Light Duranium Arrow,false
arrowGtPlasticElectricalSteel,1xgt.metaitem.02@26365,gregtech:gt.metaitem.02,Light Electrical Steel Arrow,false
arrowGtPlasticElectrum,1xgt.metaitem.02@26303,gregtech:gt.metaitem.02,Light Electrum Arrow,false
arrowGtPlasticElectrumFlux,1xgt.metaitem.02@26320,gregtech:gt.metaitem.02,Light Fluxed Electrum Arrow,false
arrowGtPlasticElvenElementium,1xgt.metaitem.02@26203,gregtech:gt.metaitem.02,Light Elven Elementium Arrow,false
arrowGtPlasticEmerald,1xgt.metaitem.02@26501,gregtech:gt.metaitem.02,Light Emerald Arrow,false
arrowGtPlasticEndSteel,1xgt.metaitem.02@26401,gregtech:gt.metaitem.02,Light End Steel Arrow,false
arrowGtPlasticEnderium,1xgt.metaitem.02@26321,gregtech:gt.metaitem.02,Light Enderium Arrow,false
arrowGtPlasticEnderiumBase,1xgt.metaitem.02@26380,gregtech:gt.metaitem.02,Light Enderium Base Arrow,false
arrowGtPlasticEnergeticAlloy,1xgt.metaitem.02@26366,gregtech:gt.metaitem.02,Light Energetic Alloy Arrow,false
arrowGtPlasticEnergeticSilver,1xgt.metaitem.02@26407,gregtech:gt.metaitem.02,Light Energetic Silver Arrow,false
arrowGtPlasticEnhancedGalgadorian,1xgt.metaitem.02@26385,gregtech:gt.metaitem.02,Light Enhanced Galgadorian Arrow,false
arrowGtPlasticEpoxid,1xgt.metaitem.02@26470,gregtech:gt.metaitem.02,Light Epoxid Arrow,false
arrowGtPlasticEpoxidFiberReinforced,1xgt.metaitem.02@26610,gregtech:gt.metaitem.02,Light Fiber-Reinforced Epoxy Resin Arrow,false
arrowGtPlasticEternity,1xgt.metaitem.02@26141,gregtech:gt.metaitem.02,Light Eternity Arrow,false
arrowGtPlasticFierySteel,1xgt.metaitem.02@26346,gregtech:gt.metaitem.02,Light Fiery Steel Arrow,false
arrowGtPlasticFirestone,1xgt.metaitem.02@26347,gregtech:gt.metaitem.02,Light Firestone Arrow,false
arrowGtPlasticFlerovium_GT5U,1xgt.metaitem.02@26984,gregtech:gt.metaitem.02,Light Flerovium Arrow,false
arrowGtPlasticFlint,1xgt.metaitem.02@26802,gregtech:gt.metaitem.02,Light Flint Arrow,false
arrowGtPlasticForce,1xgt.metaitem.02@26521,gregtech:gt.metaitem.02,Light Force Arrow,false
arrowGtPlasticGaiaSpirit,1xgt.metaitem.02@26205,gregtech:gt.metaitem.02,Light Gaia Spirit Arrow,false
